comp_gecodb	comp_lemma	comp_freq	n1_lemma	n1_freq	n1_prod	n1_mass_freq	n2_lemma	n2_freq
darm_krankheit	Darmkrankheit	1148	darm	37826	91	356063	krankheit	639396
darm_trägheit	Darmträgheit	185	darm	37826	91	356063	trägheit	11668
darm_bewegung	Darmbewegung	215	darm	37826	91	356063	bewegung	880576
verbund_gebiet	Verbundgebiet	1783	verbund	95818	99	31189	gebiet	959520
darm_saite	Darmsaite	702	darm	37826	91	356063	saite	29895
verbund_unternehmen	Verbundunternehmen	2001	verbund	95818	99	31189	unternehmen	5400908
darm_pilz	Darmpilz	88	darm	37826	91	356063	pilz	179404
darm_störung	Darmstörung	211	darm	37826	91	356063	störung	185342
darm_spülung	Darmspülung	238	darm	37826	91	356063	spülung	5504
darm_zelle	Darmzelle	431	darm	37826	91	356063	zelle	219115
verbund_glas	Verbundglas	435	verbund	95818	99	31189	glas	486646
darm_schlinge	Darmschlinge	225	darm	37826	91	356063	schlinge	12994
darm_bach	Darmbach	20	darm	37826	91	356063	bach	485517
darm_passage	Darmpassage	86	darm	37826	91	356063	passage	164576
darm_krampf	Darmkrampf	445	darm	37826	91	356063	krampf	23393
darm_zotte	Darmzotte	139	darm	37826	91	356063	zotte	212
darm_geräusch	Darmgeräusch	93	darm	37826	91	356063	geräusch	141351
darm_grippe	Darmgrippe	726	darm	37826	91	356063	grippe	76868
darm_bakterium	Darmbakterium	3963	darm	37826	91	356063	bakterium	105049
verbund_zentrale	Verbundzentrale	32	verbund	95818	99	31189	zentrale	158371
darm_gesundheit	Darmgesundheit	539	darm	37826	91	356063	gesundheit	642923
darm_operation	Darmoperation	1050	darm	37826	91	356063	operation	306404
verbund_studium	Verbundstudium	166	verbund	95818	99	31189	studium	571107
verbund_material	Verbundmaterial	815	verbund	95818	99	31189	material	698223
verbund_forschung	Verbundforschung	582	verbund	95818	99	31189	forschung	489614
darm_blutung	Darmblutung	243	darm	37826	91	356063	blutung	18623
verbund_platte	Verbundplatte	111	verbund	95818	99	31189	platte	264291
darm_durchbruch	Darmdurchbruch	325	darm	37826	91	356063	durchbruch	188877
darm_gas	Darmgas	91	darm	37826	91	356063	gas	411878
verbund_raum	Verbundraum	1046	verbund	95818	99	31189	raum	2256201
darm_wind	Darmwind	63	darm	37826	91	356063	wind	597204
darm_verschlingung	Darmverschlingung	217	darm	37826	91	356063	verschlingung	625
darm_muskulatur	Darmmuskulatur	91	darm	37826	91	356063	muskulatur	24960
verbund_stein	Verbundstein	904	verbund	95818	99	31189	stein	884861
darm_geschwür	Darmgeschwür	130	darm	37826	91	356063	geschwür	6392
darm_bein	Darmbein	53	darm	37826	91	356063	bein	715722
darm_infekt	Darminfekt	302	darm	37826	91	356063	infekt	29772
darm_rohr	Darmrohr	30	darm	37826	91	356063	rohr	136107
darm_anteil	Darmanteil	26	darm	37826	91	356063	anteil	1185873
darm_kanal	Darmkanal	36	darm	37826	91	356063	kanal	254817
darm_lähmung	Darmlähmung	53	darm	37826	91	356063	lähmung	22340
darm_gewebe	Darmgewebe	149	darm	37826	91	356063	gewebe	51669
verbund_pflaster	Verbundpflaster	793	verbund	95818	99	31189	pflaster	86275
verbund_initiative	Verbundinitiative	435	verbund	95818	99	31189	initiative	974169
darm_teil	Darmteil	47	darm	37826	91	356063	teil	4304832
darm_kolik	Darmkolik	103	darm	37826	91	356063	kolik	2313
darm_aktivität	Darmaktivität	38	darm	37826	91	356063	aktivität	569993
darm_katarrh	Darmkatarrh	77	darm	37826	91	356063	katarrh	564
darm_vorfall	Darmvorfall	35	darm	37826	91	356063	vorfall	427157
verbund_pass	Verbundpass	138	verbund	95818	99	31189	pass	282735
verbund_fenster	Verbundfenster	144	verbund	95818	99	31189	fenster	772343
verbund_gesellschaft	Verbundgesellschaft	327	verbund	95818	99	31189	gesellschaft	1975885
darm_leiden	Darmleiden	303	darm	37826	91	356063	leiden	137428
verbund_rohr	Verbundrohr	32	verbund	95818	99	31189	rohr	136107
verbund_verfahren	Verbundverfahren	43	verbund	95818	99	31189	verfahren	1138896
darm_perforation	Darmperforation	38	darm	37826	91	356063	perforation	604
darm_verletzung	Darmverletzung	81	darm	37826	91	356063	verletzung	698730
darm_modell	Darmmodell	350	darm	37826	91	356063	modell	954770
verbund_wirkung	Verbundwirkung	22	verbund	95818	99	31189	wirkung	593084
darm_wurm	Darmwurm	60	darm	37826	91	356063	wurm	64940
verbund_betrieb	Verbundbetrieb	56	verbund	95818	99	31189	betrieb	1878468
verbund_geschäft	Verbundgeschäft	744	verbund	95818	99	31189	geschäft	1891578
darm_bewohner	Darmbewohner	164	darm	37826	91	356063	bewohner	809027
darm_ende	Darmende	44	darm	37826	91	356063	ende	7991705
darm_stück	Darmstück	42	darm	37826	91	356063	stück	2330343
darm_geschichte	Darmgeschichte	23	darm	37826	91	356063	geschichte	3706026
verbund_konzept	Verbundkonzept	714	verbund	95818	99	31189	konzept	1335045
verbund_grenze	Verbundgrenze	249	verbund	95818	99	31189	grenze	1616592
verbund_satz	Verbundsatz	501	verbund	95818	99	31189	satz	1265347
verbund_quote	Verbundquote	742	verbund	95818	99	31189	quote	285609
verbund_leitung	Verbundleitung	389	verbund	95818	99	31189	leitung	1061159
darm_verstimmung	Darmverstimmung	95	darm	37826	91	356063	verstimmung	20415
darm_motorik	Darmmotorik	20	darm	37826	91	356063	motorik	10020
darm_verstopfung	Darmverstopfung	95	darm	37826	91	356063	verstopfung	10042
darm_naht	Darmnaht	23	darm	37826	91	356063	naht	47915
verbund_verpackung	Verbundverpackung	271	verbund	95818	99	31189	verpackung	96021
darm_reizung	Darmreizung	21	darm	37826	91	356063	reizung	8231
darm_hormon	Darmhormon	151	darm	37826	91	356063	hormon	43718
verbund_modell	Verbundmodell	332	verbund	95818	99	31189	modell	954770
darm_untersuchung	Darmuntersuchung	104	darm	37826	91	356063	untersuchung	758807
darm_pflege	Darmpflege	25	darm	37826	91	356063	pflege	458385
darm_hirn	Darmhirn	53	darm	37826	91	356063	hirn	61770
verbund_brücke	Verbundbrücke	32	verbund	95818	99	31189	brücke	875159
verbund_anlage	Verbundanlage	102	verbund	95818	99	31189	anlage	1195984
verbund_vorteil	Verbundvorteil	151	verbund	95818	99	31189	vorteil	884262
darm_schmerz	Darmschmerz	31	darm	37826	91	356063	schmerz	358290
verbund_wirtschaft	Verbundwirtschaft	175	verbund	95818	99	31189	wirtschaft	1763302
verbund_masse	Verbundmasse	316	verbund	95818	99	31189	masse	291161
darm_schwäche	Darmschwäche	78	darm	37826	91	356063	schwäche	307633
darm_länge	Darmlänge	20	darm	37826	91	356063	länge	299067
verbund_karte	Verbundkarte	179	verbund	95818	99	31189	karte	1723659
darm_atmung	Darmatmung	21	darm	37826	91	356063	atmung	20557
verbund_mitglied	Verbundmitglied	92	verbund	95818	99	31189	mitglied	3723961
verbund_koordinator	Verbundkoordinator	45	verbund	95818	99	31189	koordinator	49913
verbund_arbeit	Verbundarbeit	41	verbund	95818	99	31189	arbeit	4380930
darm_riss	Darmriss	108	darm	37826	91	356063	riss	161303
verbund_antrag	Verbundantrag	65	verbund	95818	99	31189	antrag	1772915
verbund_angebot	Verbundangebot	63	verbund	95818	99	31189	angebot	2750423
verbund_träger	Verbundträger	30	verbund	95818	99	31189	träger	407901
verbund_förderung	Verbundförderung	109	verbund	95818	99	31189	förderung	833314
verbund_technik	Verbundtechnik	25	verbund	95818	99	31189	technik	1027504
verbund_decke	Verbunddecke	22	verbund	95818	99	31189	decke	203729
verbund_start	Verbundstart	58	verbund	95818	99	31189	start	1492612
verbund_verkehr	Verbundverkehr	54	verbund	95818	99	31189	verkehr	875083
verbund_ebene	Verbundebene	49	verbund	95818	99	31189	ebene	468310
verbund_organisation	Verbundorganisation	73	verbund	95818	99	31189	organisation	911747
verbund_einrichtung	Verbundeinrichtung	56	verbund	95818	99	31189	einrichtung	1430266
darm_besiedlung	Darmbesiedlung	27	darm	37826	91	356063	besiedlung	15594
darm_erreger	Darmerreger	100	darm	37826	91	356063	erreger	78389
verbund_werbung	Verbundwerbung	25	verbund	95818	99	31189	werbung	431335
verbund_teil	Verbundteil	26	verbund	95818	99	31189	teil	4304832
verbund_stelle	Verbundstelle	22	verbund	95818	99	31189	stelle	1639478
darm_schädigung	Darmschädigung	20	darm	37826	91	356063	schädigung	23952
verbund_institut	Verbundinstitut	129	verbund	95818	99	31189	institut	1066729
darm_windung	Darmwindung	20	darm	37826	91	356063	windung	4560
darm_chirurgie	Darmchirurgie	74	darm	37826	91	356063	chirurgie	36604
verbund_anker	Verbundanker	23	verbund	95818	99	31189	anker	72333
verbund_haftung	Verbundhaftung	24	verbund	95818	99	31189	haftung	54456
verbund_zustellung	Verbundzustellung	288	verbund	95818	99	31189	zustellung	23047
verbund_werk	Verbundwerk	77	verbund	95818	99	31189	werk	2210537
verbund_gedanke	Verbundgedanke	110	verbund	95818	99	31189	gedanke	973948
verbund_bereich	Verbundbereich	81	verbund	95818	99	31189	bereich	3022379
darm_tag	Darmtag	38	darm	37826	91	356063	tag	11101971
darm_schleim	Darmschleim	26	darm	37826	91	356063	schleim	9773
verbund_vertrag	Verbundvertrag	48	verbund	95818	99	31189	vertrag	1380224
verbund_gemeinde	Verbundgemeinde	34	verbund	95818	99	31189	gemeinde	3207775
darm_schaden	Darmschaden	31	darm	37826	91	356063	schaden	1451984
verbund_produktion	Verbundproduktion	60	verbund	95818	99	31189	produktion	752050
verbund_karton	Verbundkarton	62	verbund	95818	99	31189	karton	88573
verbund_bildung	Verbundbildung	24	verbund	95818	99	31189	bildung	791479
verbund_scheibe	Verbundscheibe	39	verbund	95818	99	31189	scheibe	308755
darm_transplantation	Darmtransplantation	21	darm	37826	91	356063	transplantation	24395
verbund_region	Verbundregion	39	verbund	95818	99	31189	region	3277424
darm_seuche	Darmseuche	27	darm	37826	91	356063	seuche	55012
verbund_zentrum	Verbundzentrum	20	verbund	95818	99	31189	zentrum	912483
verbund_firma	Verbundfirma	20	verbund	95818	99	31189	firma	2925009
verbund_kooperation	Verbundkooperation	28	verbund	95818	99	31189	kooperation	610516
verbund_möglichkeit	Verbundmöglichkeit	20	verbund	95818	99	31189	möglichkeit	2735995
verbund_klinik	Verbundklinik	32	verbund	95818	99	31189	klinik	724764
verbund_gründung	Verbundgründung	28	verbund	95818	99	31189	gründung	443068
verbund_faser	Verbundfaser	30	verbund	95818	99	31189	faser	27776
verbund_strategie	Verbundstrategie	69	verbund	95818	99	31189	strategie	507189
verbund_bericht	Verbundbericht	25	verbund	95818	99	31189	bericht	1669141
verbund_messe	Verbundmesse	33	verbund	95818	99	31189	messe	550021
verbund_archiv	Verbundarchiv	52	verbund	95818	99	31189	archiv	347470
verbund_klinikum	Verbundklinikum	50	verbund	95818	99	31189	klinikum	298172
verbund_leistung	Verbundleistung	27	verbund	95818	99	31189	leistung	1891803
verbund_föderalismus	Verbundföderalismus	28	verbund	95818	99	31189	föderalismus	24243
verbund_erweiterung	Verbunderweiterung	46	verbund	95818	99	31189	erweiterung	316630
darm_stadt	Darmstadt	229498	darm	37826	91	356063	stadt	9376427
verbund_chef	Verbundchef	46	verbund	95818	99	31189	chef	1560774
verbund_ausstellung	Verbundausstellung	26	verbund	95818	99	31189	ausstellung	2116581
verbund_sprecher	Verbundsprecher	40	verbund	95818	99	31189	sprecher	1360943
verbund_plan	Verbundplan	30	verbund	95818	99	31189	plan	1908672
verbund_packung	Verbundpackung	24	verbund	95818	99	31189	packung	55870
verbund_zusammenarbeit	Verbundzusammenarbeit	104	verbund	95818	99	31189	zusammenarbeit	1273933
verbund_ausschuss	Verbundausschuss	64	verbund	95818	99	31189	ausschuss	765369
verbund_abschluss	Verbundabschluss	20	verbund	95818	99	31189	abschluss	1132418
verbund_einsatz	Verbundeinsatz	118	verbund	95818	99	31189	einsatz	2535451
verbund_betrag	Verbundbetrag	47	verbund	95818	99	31189	betrag	417429
verbund_treue	Verbundtreue	28	verbund	95818	99	31189	treue	138615
verbund_direktor	Verbunddirektor	68	verbund	95818	99	31189	direktor	440256
umsatz_steigerung	Umsatzsteigerung	17229	umsatz	1016750	159	211998	steigerung	248268
umsatz_rückgang	Umsatzrückgang	35477	umsatz	1016750	159	211998	rückgang	383861
umsatz_wachstum	Umsatzwachstum	28323	umsatz	1016750	159	211998	wachstum	632695
umsatz_zahl	Umsatzzahl	11467	umsatz	1016750	159	211998	zahl	3730474
umsatz_entwicklung	Umsatzentwicklung	7455	umsatz	1016750	159	211998	entwicklung	2347495
umsatz_zuwachs	Umsatzzuwachs	12847	umsatz	1016750	159	211998	zuwachs	245437
umsatz_anteil	Umsatzanteil	10654	umsatz	1016750	159	211998	anteil	1185873
umsatz_einbruch	Umsatzeinbruch	13417	umsatz	1016750	159	211998	einbruch	403814
umsatz_anstieg	Umsatzanstieg	9666	umsatz	1016750	159	211998	anstieg	443256
umsatz_beteiligung	Umsatzbeteiligung	1716	umsatz	1016750	159	211998	beteiligung	647255
umsatz_verlust	Umsatzverlust	7321	umsatz	1016750	159	211998	verlust	901341
umsatz_ziel	Umsatzziel	6341	umsatz	1016750	159	211998	ziel	3512621
umsatz_grenze	Umsatzgrenze	638	umsatz	1016750	159	211998	grenze	1616592
umsatz_besteuerung	Umsatzbesteuerung	743	umsatz	1016750	159	211998	besteuerung	60483
umsatz_erwartung	Umsatzerwartung	3830	umsatz	1016750	159	211998	erwartung	588945
umsatz_bringer	Umsatzbringer	2872	umsatz	1016750	159	211998	bringer	1609
umsatz_minus	Umsatzminus	6367	umsatz	1016750	159	211998	minus	267177
umsatz_potential	Umsatzpotential	330	umsatz	1016750	159	211998	potential	57573
umsatz_träger	Umsatzträger	1584	umsatz	1016750	159	211998	träger	407901
umsatz_ausfall	Umsatzausfall	3796	umsatz	1016750	159	211998	ausfall	283997
umsatz_größe	Umsatzgröße	794	umsatz	1016750	159	211998	größe	642220
umsatz_sprung	Umsatzsprung	4363	umsatz	1016750	159	211998	sprung	780284
umsatz_provision	Umsatzprovision	274	umsatz	1016750	159	211998	provision	56423
umsatz_planung	Umsatzplanung	497	umsatz	1016750	159	211998	planung	863387
umsatz_datum	Umsatzdatum	251	umsatz	1016750	159	211998	datum	1134892
umsatz_statistik	Umsatzstatistik	294	umsatz	1016750	159	211998	statistik	386966
umsatz_geschäft	Umsatzgeschäft	24	umsatz	1016750	159	211998	geschäft	1891578
umsatz_rentabilität	Umsatzrentabilität	227	umsatz	1016750	159	211998	rentabilität	18912
umsatz_ergebnis	Umsatzergebnis	505	umsatz	1016750	159	211998	ergebnis	3082773
umsatz_höhe	Umsatzhöhe	254	umsatz	1016750	159	211998	höhe	2197057
umsatz_treiber	Umsatztreiber	902	umsatz	1016750	159	211998	treiber	36771
umsatz_schub	Umsatzschub	2048	umsatz	1016750	159	211998	schub	88014
umsatz_rate	Umsatzrate	67	umsatz	1016750	159	211998	rate	61351
umsatz_beitrag	Umsatzbeitrag	861	umsatz	1016750	159	211998	beitrag	1215841
umsatz_schlüssel	Umsatzschlüssel	23	umsatz	1016750	159	211998	schlüssel	254739
umsatz_möglichkeit	Umsatzmöglichkeit	144	umsatz	1016750	159	211998	möglichkeit	2735995
umsatz_wert	Umsatzwert	202	umsatz	1016750	159	211998	wert	1823690
umsatz_liste	Umsatzliste	90	umsatz	1016750	159	211998	liste	646620
umsatz_verteilung	Umsatzverteilung	296	umsatz	1016750	159	211998	verteilung	154053
umsatz_marke	Umsatzmarke	1004	umsatz	1016750	159	211998	marke	663106
umsatz_erhöhung	Umsatzerhöhung	205	umsatz	1016750	159	211998	erhöhung	418389
umsatz_erfolg	Umsatzerfolg	159	umsatz	1016750	159	211998	erfolg	2980098
umsatz_schwelle	Umsatzschwelle	705	umsatz	1016750	159	211998	schwelle	133252
umsatz_verantwortung	Umsatzverantwortung	67	umsatz	1016750	159	211998	verantwortung	976987
umsatz_kurve	Umsatzkurve	363	umsatz	1016750	159	211998	kurve	204443
umsatz_situation	Umsatzsituation	181	umsatz	1016750	159	211998	situation	2063574
umsatz_schätzung	Umsatzschätzung	489	umsatz	1016750	159	211998	schätzung	270190
umsatz_maximierung	Umsatzmaximierung	66	umsatz	1016750	159	211998	maximierung	2174
umsatz_gewinn	Umsatzgewinn	222	umsatz	1016750	159	211998	gewinn	1092438
umsatz_faktor	Umsatzfaktor	153	umsatz	1016750	159	211998	faktor	322890
umsatz_abgabe	Umsatzabgabe	50	umsatz	1016750	159	211998	abgabe	189346
umsatz_ausweitung	Umsatzausweitung	635	umsatz	1016750	159	211998	ausweitung	133013
umsatz_zunahme	Umsatzzunahme	313	umsatz	1016750	159	211998	zunahme	123461
umsatz_schwankung	Umsatzschwankung	135	umsatz	1016750	159	211998	schwankung	60361
umsatz_finanzierung	Umsatzfinanzierung	51	umsatz	1016750	159	211998	finanzierung	585669
umsatz_realisierung	Umsatzrealisierung	68	umsatz	1016750	159	211998	realisierung	94517
umsatz_motor	Umsatzmotor	152	umsatz	1016750	159	211998	motor	514731
umsatz_miete	Umsatzmiete	107	umsatz	1016750	159	211998	miete	368669
umsatz_klasse	Umsatzklasse	80	umsatz	1016750	159	211998	klasse	1701541
umsatz_plan	Umsatzplan	189	umsatz	1016750	159	211998	plan	1908672
umsatz_warnung	Umsatzwarnung	1661	umsatz	1016750	159	211998	warnung	211284
umsatz_seite	Umsatzseite	295	umsatz	1016750	159	211998	seite	5630195
umsatz_bereich	Umsatzbereich	69	umsatz	1016750	159	211998	bereich	3022379
umsatz_stärke	Umsatzstärke	90	umsatz	1016750	159	211998	stärke	338309
umsatz_leistung	Umsatzleistung	62	umsatz	1016750	159	211998	leistung	1891803
umsatz_angabe	Umsatzangabe	135	umsatz	1016750	159	211998	angabe	2501939
umsatz_verlauf	Umsatzverlauf	86	umsatz	1016750	159	211998	verlauf	394952
umsatz_verlagerung	Umsatzverlagerung	203	umsatz	1016750	159	211998	verlagerung	68489
umsatz_meldung	Umsatzmeldung	68	umsatz	1016750	159	211998	meldung	368911
umsatz_renner	Umsatzrenner	370	umsatz	1016750	159	211998	renner	132184
umsatz_förderung	Umsatzförderung	43	umsatz	1016750	159	211998	förderung	833314
umsatz_verbesserung	Umsatzverbesserung	108	umsatz	1016750	159	211998	verbesserung	470985
umsatz_veränderung	Umsatzveränderung	59	umsatz	1016750	159	211998	veränderung	742741
umsatz_menge	Umsatzmenge	46	umsatz	1016750	159	211998	menge	1198791
umsatz_analyse	Umsatzanalyse	32	umsatz	1016750	159	211998	analyse	376083
umsatz_schwund	Umsatzschwund	743	umsatz	1016750	159	211998	schwund	13182
umsatz_summe	Umsatzsumme	92	umsatz	1016750	159	211998	summe	548184
umsatz_verdopplung	Umsatzverdopplung	292	umsatz	1016750	159	211998	verdopplung	15116
umsatz_tätigkeit	Umsatztätigkeit	202	umsatz	1016750	159	211998	tätigkeit	495397
umsatz_verhältnis	Umsatzverhältnis	50	umsatz	1016750	159	211998	verhältnis	940808
umsatz_impuls	Umsatzimpuls	155	umsatz	1016750	159	211998	impuls	244739
umsatz_kuchen	Umsatzkuchen	237	umsatz	1016750	159	211998	kuchen	487855
umsatz_dynamik	Umsatzdynamik	335	umsatz	1016750	159	211998	dynamik	148955
umsatz_verdoppelung	Umsatzverdoppelung	414	umsatz	1016750	159	211998	verdoppelung	26829
umsatz_bremse	Umsatzbremse	51	umsatz	1016750	159	211998	bremse	53360
umsatz_strom	Umsatzstrom	73	umsatz	1016750	159	211998	strom	698241
umsatz_lage	Umsatzlage	117	umsatz	1016750	159	211998	lage	1888370
umsatz_feld	Umsatzfeld	22	umsatz	1016750	159	211998	feld	885968
umsatz_verschiebung	Umsatzverschiebung	253	umsatz	1016750	159	211998	verschiebung	112794
umsatz_delle	Umsatzdelle	328	umsatz	1016750	159	211998	delle	26148
umsatz_marge	Umsatzmarge	397	umsatz	1016750	159	211998	marge	80625
umsatz_index	Umsatzindex	24	umsatz	1016750	159	211998	index	181547
umsatz_vergleich	Umsatzvergleich	51	umsatz	1016750	159	211998	vergleich	1415950
umsatz_explosion	Umsatzexplosion	131	umsatz	1016750	159	211998	explosion	190604
umsatz_belebung	Umsatzbelebung	210	umsatz	1016750	159	211998	belebung	62620
umsatz_schwäche	Umsatzschwäche	279	umsatz	1016750	159	211998	schwäche	307633
umsatz_gewinner	Umsatzgewinner	31	umsatz	1016750	159	211998	gewinner	442378
umsatz_ausblick	Umsatzausblick	332	umsatz	1016750	159	211998	ausblick	194181
umsatz_stagnation	Umsatzstagnation	278	umsatz	1016750	159	211998	stagnation	38766
umsatz_pacht	Umsatzpacht	439	umsatz	1016750	159	211998	pacht	26501
umsatz_berechnung	Umsatzberechnung	28	umsatz	1016750	159	211998	berechnung	247337
umsatz_säule	Umsatzsäule	89	umsatz	1016750	159	211998	säule	164810
umsatz_flaute	Umsatzflaute	336	umsatz	1016750	159	211998	flaute	43742
umsatz_quote	Umsatzquote	71	umsatz	1016750	159	211998	quote	285609
umsatz_hoch	Umsatzhoch	123	umsatz	1016750	159	211998	hoch	100413
umsatz_aussicht	Umsatzaussicht	125	umsatz	1016750	159	211998	aussicht	610628
umsatz_minderung	Umsatzminderung	66	umsatz	1016750	159	211998	minderung	20169
umsatz_tabelle	Umsatztabelle	63	umsatz	1016750	159	211998	tabelle	494778
umsatz_sicherung	Umsatzsicherung	29	umsatz	1016750	159	211998	sicherung	193762
umsatz_produktivität	Umsatzproduktivität	27	umsatz	1016750	159	211998	produktivität	56193
umsatz_prämie	Umsatzprämie	20	umsatz	1016750	159	211998	prämie	148694
umsatz_modell	Umsatzmodell	27	umsatz	1016750	159	211998	modell	954770
umsatz_tief	Umsatztief	70	umsatz	1016750	159	211998	tief	94847
umsatz_milliardär	Umsatzmilliardär	306	umsatz	1016750	159	211998	milliardär	74032
umsatz_aufteilung	Umsatzaufteilung	27	umsatz	1016750	159	211998	aufteilung	55495
umsatz_millionär	Umsatzmillionär	70	umsatz	1016750	159	211998	millionär	73791
umsatz_reduzierung	Umsatzreduzierung	26	umsatz	1016750	159	211998	reduzierung	144330
umsatz_verhalten	Umsatzverhalten	34	umsatz	1016750	159	211998	verhalten	554269
umsatz_monat	Umsatzmonat	47	umsatz	1016750	159	211998	monat	5208397
umsatz_tag	Umsatztag	75	umsatz	1016750	159	211998	tag	11101971
umsatz_synergie	Umsatzsynergie	169	umsatz	1016750	159	211998	synergie	40197
umsatz_grund	Umsatzgrund	72	umsatz	1016750	159	211998	grund	4368447
umsatz_schaden	Umsatzschaden	27	umsatz	1016750	159	211998	schaden	1451984
umsatz_jahr	Umsatzjahr	43	umsatz	1016750	159	211998	jahr	43845868
umsatz_zeit	Umsatzzeit	22	umsatz	1016750	159	211998	zeit	10557899
umsatz_buchung	Umsatzbuchung	21	umsatz	1016750	159	211998	buchung	81809
umsatz_stabilisierung	Umsatzstabilisierung	39	umsatz	1016750	159	211998	stabilisierung	65318
umsatz_spanne	Umsatzspanne	77	umsatz	1016750	159	211998	spanne	40849
umsatz_posten	Umsatzposten	34	umsatz	1016750	159	211998	posten	411694
umsatz_region	Umsatzregion	42	umsatz	1016750	159	211998	region	3277424
umsatz_lücke	Umsatzlücke	119	umsatz	1016750	159	211998	lücke	337310
umsatz_aufschwung	Umsatzaufschwung	29	umsatz	1016750	159	211998	aufschwung	220420
umsatz_soll	Umsatzsoll	22	umsatz	1016750	159	211998	soll	43468
umsatz_schlager	Umsatzschlager	26	umsatz	1016750	159	211998	schlager	104593
umsatz_hoffnung	Umsatzhoffnung	94	umsatz	1016750	159	211998	hoffnung	1298532
umsatz_ausweis	Umsatzausweis	37	umsatz	1016750	159	211998	ausweis	98838
umsatz_einnahme	Umsatzeinnahme	47	umsatz	1016750	159	211998	einnahme	595736
umsatz_bewegung	Umsatzbewegung	22	umsatz	1016750	159	211998	bewegung	880576
umsatz_geschehen	Umsatzgeschehen	27	umsatz	1016750	159	211998	geschehen	344350
umsatz_auswirkung	Umsatzauswirkung	20	umsatz	1016750	159	211998	auswirkung	579617
umsatz_könig	Umsatzkönig	21	umsatz	1016750	159	211998	könig	838289
umsatz_vorhersage	Umsatzvorhersage	28	umsatz	1016750	159	211998	vorhersage	52767
umsatz_schwierigkeit	Umsatzschwierigkeit	29	umsatz	1016750	159	211998	schwierigkeit	481756
umsatz_hürde	Umsatzhürde	55	umsatz	1016750	159	211998	hürde	283108
umsatz_erholung	Umsatzerholung	69	umsatz	1016750	159	211998	erholung	203879
umsatz_vorsprung	Umsatzvorsprung	26	umsatz	1016750	159	211998	vorsprung	454308
umsatz_sorge	Umsatzsorge	33	umsatz	1016750	159	211998	sorge	576880
umsatz_qualität	Umsatzqualität	27	umsatz	1016750	159	211998	qualität	940698
umsatz_knick	Umsatzknick	80	umsatz	1016750	159	211998	knick	13852
umsatz_ebene	Umsatzebene	21	umsatz	1016750	159	211998	ebene	468310
umsatz_stütze	Umsatzstütze	64	umsatz	1016750	159	211998	stütze	47250
umsatz_rückstand	Umsatzrückstand	75	umsatz	1016750	159	211998	rückstand	423094
umsatz_kraft	Umsatzkraft	24	umsatz	1016750	159	211998	kraft	1790715
umsatz_tal	Umsatztal	22	umsatz	1016750	159	211998	tal	245865
umsatz_expansion	Umsatzexpansion	64	umsatz	1016750	159	211998	expansion	85486
umsatz_abschwächung	Umsatzabschwächung	30	umsatz	1016750	159	211998	abschwächung	20436
umsatz_verfall	Umsatzverfall	187	umsatz	1016750	159	211998	verfall	87654
umsatz_manipulation	Umsatzmanipulation	20	umsatz	1016750	159	211998	manipulation	87845
umsatz_korrektur	Umsatzkorrektur	29	umsatz	1016750	159	211998	korrektur	130604
bevölkerung_+s_gruppe	Bevölkerungsgruppe	34259	bevölkerung	1077918	109	177834	gruppe	2849144
navigation_+s_gerät	Navigationsgerät	28861	navigation	18723	52	36547	gerät	804470
bevölkerung_+s_schicht	Bevölkerungsschicht	14851	bevölkerung	1077918	109	177834	schicht	222258
bevölkerung_+s_zahl	Bevölkerungszahl	25629	bevölkerung	1077918	109	177834	zahl	3730474
bevölkerung_+s_wachstum	Bevölkerungswachstum	12811	bevölkerung	1077918	109	177834	wachstum	632695
navigation_+s_leiste	Navigationsleiste	483	navigation	18723	52	36547	leiste	12968
bevölkerung_+s_dichte	Bevölkerungsdichte	5768	bevölkerung	1077918	109	177834	dichte	35933
bevölkerung_+s_entwicklung	Bevölkerungsentwicklung	14747	bevölkerung	1077918	109	177834	entwicklung	2347495
bevölkerung_+s_teil	Bevölkerungsteil	4261	bevölkerung	1077918	109	177834	teil	4304832
bevölkerung_+s_anteil	Bevölkerungsanteil	6347	bevölkerung	1077918	109	177834	anteil	1185873
bevölkerung_+s_rückgang	Bevölkerungsrückgang	11379	bevölkerung	1077918	109	177834	rückgang	383861
bevölkerung_+s_schutz	Bevölkerungsschutz	8463	bevölkerung	1077918	109	177834	schutz	817033
quote_+n_regelung	Quotenregelung	6098	quote	285609	133	28833	regelung	669527
bevölkerung_+s_kreis	Bevölkerungskreis	3262	bevölkerung	1077918	109	177834	kreis	2731589
bevölkerung_+s_zuwachs	Bevölkerungszuwachs	4297	bevölkerung	1077918	109	177834	zuwachs	245437
navigation_+s_hilfe	Navigationshilfe	1439	navigation	18723	52	36547	hilfe	2247256
navigation_+s_punkt	Navigationspunkt	358	navigation	18723	52	36547	punkt	4112282
bevölkerung_+s_politik	Bevölkerungspolitik	1906	bevölkerung	1077918	109	177834	politik	2320757
bevölkerung_+s_explosion	Bevölkerungsexplosion	2489	bevölkerung	1077918	109	177834	explosion	190604
navigation_+s_menü	Navigationsmenü	46	navigation	18723	52	36547	menü	89528
bevölkerung_+s_zunahme	Bevölkerungszunahme	850	bevölkerung	1077918	109	177834	zunahme	123461
quote_+n_frau	Quotenfrau	2741	quote	285609	133	28833	frau	9838661
