comp_gecodb	comp_lemma	comp_freq	n1_lemma	n1_freq	n1_prod	n1_mass_freq	n2_lemma	n2_freq
land_kreis	Landkreis	2038715	land	8929250	1167	8175931	kreis	2731589
land_+es_regierung	Landesregierung	777779	land	8929250	1167	8175931	regierung	2648830
land_gericht	Landgericht	576177	land	8929250	1167	8175931	gericht	1784349
land_wirt	Landwirt	457461	land	8929250	1167	8175931	wirt	157625
land_+es_verband	Landesverband	210578	land	8929250	1167	8175931	verband	1138891
land_+es_gericht	Landesgericht	7158	land	8929250	1167	8175931	gericht	1784349
land_straße	Landstraße	155117	land	8929250	1167	8175931	straße	5466398
land_+es_kirche	Landeskirche	77652	land	8929250	1167	8175931	kirche	2553981
land_+es_liga	Landesliga	228109	land	8929250	1167	8175931	liga	911116
land_strich	Landstrich	37768	land	8929250	1167	8175931	strich	298154
land_+es_ebene	Landesebene	67334	land	8929250	1167	8175931	ebene	468310
land_haus	Landhaus	34076	land	8929250	1167	8175931	haus	6907268
land_+es_grenze	Landesgrenze	58359	land	8929250	1167	8175931	grenze	1616592
land_+=er_spiel	Länderspiel	134322	land	8929250	1167	8175931	spiel	5073662
land_tag	Landtag	725126	land	8929250	1167	8175931	tag	11101971
land_+es_meisterschaft	Landesmeisterschaft	100179	land	8929250	1167	8175931	meisterschaft	600675
land_+es_vorstand	Landesvorstand	45966	land	8929250	1167	8175931	vorstand	1390728
land_+es_museum	Landesmuseum	68914	land	8929250	1167	8175931	museum	1615048
land_+es_teil	Landesteil	30767	land	8929250	1167	8175931	teil	4304832
land_+es_sprache	Landessprache	14224	land	8929250	1167	8175931	sprache	1028674
land_+s_mann	Landsmann	87551	land	8929250	1167	8175931	mann	8392866
land_+es_behörde	Landesbehörde	26657	land	8929250	1167	8175931	behörde	1429196
land_+es_betrieb	Landesbetrieb	95969	land	8929250	1167	8175931	betrieb	1878468
land_+es_anstalt	Landesanstalt	17220	land	8929250	1167	8175931	anstalt	101773
land_+es_zentrale	Landeszentrale	27713	land	8929250	1167	8175931	zentrale	158371
land_frau	Landfrau	98170	land	8929250	1167	8175931	frau	9838661
land_+es_politik	Landespolitik	46901	land	8929250	1167	8175931	politik	2320757
land_+es_recht	Landesrecht	7649	land	8929250	1167	8175931	recht	1451399
land_+es_meister	Landesmeister	52288	land	8929250	1167	8175931	meister	857858
land_bevölkerung	Landbevölkerung	10722	land	8929250	1167	8175931	bevölkerung	1077918
land_gut	Landgut	13092	land	8929250	1167	8175931	gut	425955
land_+es_straße	Landesstraße	94338	land	8929250	1167	8175931	straße	5466398
land_+es_liste	Landesliste	31938	land	8929250	1167	8175931	liste	646620
land_+es_mittel	Landesmittel	31238	land	8929250	1167	8175931	mittel	1037124
land_+es_verfassung	Landesverfassung	21745	land	8929250	1167	8175931	verfassung	334900
land_weg	Landweg	15514	land	8929250	1167	8175931	weg	5133691
land_zunge	Landzunge	5031	land	8929250	1167	8175931	zunge	104184
land_+es_gruppe	Landesgruppe	11590	land	8929250	1167	8175931	gruppe	2849144
land_leben	Landleben	17539	land	8929250	1167	8175931	leben	5506906
land_+es_gesetz	Landesgesetz	15497	land	8929250	1167	8175931	gesetz	1456035
land_jugend	Landjugend	14905	land	8929250	1167	8175931	jugend	974811
land_gang	Landgang	7810	land	8929250	1167	8175931	gang	651741
land_sitz	Landsitz	13956	land	8929250	1167	8175931	sitz	588548
land_arbeiter	Landarbeiter	7773	land	8929250	1167	8175931	arbeiter	349788
land_nutzung	Landnutzung	4207	land	8929250	1167	8175931	nutzung	576938
land_+es_parlament	Landesparlament	26390	land	8929250	1167	8175931	parlament	872773
land_+es_verwaltung	Landesverwaltung	13930	land	8929250	1167	8175931	verwaltung	1174574
land_hotel	Landhotel	12646	land	8929250	1167	8175931	hotel	1252699
land_+es_verteidigung	Landesverteidigung	6391	land	8929250	1167	8175931	verteidigung	247925
land_+es_ausstellung	Landesausstellung	15692	land	8929250	1167	8175931	ausstellung	2116581
land_+es_geschichte	Landesgeschichte	5952	land	8929250	1167	8175931	geschichte	3706026
land_+es_währung	Landeswährung	12147	land	8929250	1167	8175931	währung	193765
land_+=er_grenze	Ländergrenze	11120	land	8929250	1167	8175931	grenze	1616592
land_+es_archiv	Landesarchiv	5535	land	8929250	1167	8175931	archiv	347470
land_+es_institut	Landesinstitut	6347	land	8929250	1167	8175931	institut	1066729
land_gemeinde	Landgemeinde	6909	land	8929250	1167	8175931	gemeinde	3207775
land_+es_vertretung	Landesvertretung	17746	land	8929250	1167	8175931	vertretung	173418
land_fläche	Landfläche	3975	land	8929250	1167	8175931	fläche	994291
land_+es_durchschnitt	Landesdurchschnitt	22910	land	8929250	1167	8175931	durchschnitt	322549
land_mine	Landmine	7914	land	8929250	1167	8175931	mine	57446
land_+es_planung	Landesplanung	9772	land	8929250	1167	8175931	planung	863387
land_masse	Landmasse	3165	land	8929250	1167	8175931	masse	291161
land_+s_knecht	Landsknecht	5046	land	8929250	1167	8175931	knecht	38813
land_+es_fläche	Landesfläche	6960	land	8929250	1167	8175931	fläche	994291
land_besitz	Landbesitz	2452	land	8929250	1167	8175931	besitz	304879
land_+es_entwicklung	Landesentwicklung	10530	land	8929250	1167	8175931	entwicklung	2347495
land_+=er_ebene	Länderebene	7497	land	8929250	1167	8175931	ebene	468310
land_+es_trainer	Landestrainer	12497	land	8929250	1167	8175931	trainer	3204715
land_+es_hauptmann	Landeshauptmann	7895	land	8929250	1167	8175931	hauptmann	67117
land_recht	Landrecht	1949	land	8929250	1167	8175931	recht	1451399
land_+es_stiftung	Landesstiftung	10646	land	8929250	1167	8175931	stiftung	872995
land_+=er_vergleich	Ländervergleich	12137	land	8929250	1167	8175931	vergleich	1415950
land_arzt	Landarzt	12388	land	8929250	1167	8175931	arzt	1440751
land_flucht	Landflucht	6480	land	8929250	1167	8175931	flucht	448133
land_+es_sieger	Landessieger	10054	land	8929250	1167	8175931	sieger	652528
land_+es_politiker	Landespolitiker	22124	land	8929250	1167	8175931	politiker	1300001
land_marke	Landmarke	5402	land	8929250	1167	8175931	marke	663106
land_+es_finale	Landesfinale	13433	land	8929250	1167	8175931	finale	814728
land_+es_direktion	Landesdirektion	23127	land	8929250	1167	8175931	direktion	25673
land_+es_stelle	Landesstelle	5091	land	8929250	1167	8175931	stelle	1639478
land_+es_zuschuss	Landeszuschuss	24601	land	8929250	1167	8175931	zuschuss	489221
land_+es_rat	Landesrat	2029	land	8929250	1167	8175931	rat	993246
land_+es_vater	Landesvater	20824	land	8929250	1167	8175931	vater	2240091
land_+es_zeitung	Landeszeitung	3981	land	8929250	1167	8175931	zeitung	2289159
land_+=er_kammer	Länderkammer	20237	land	8929250	1167	8175931	kammer	221453
land_+=er_sache	Ländersache	8719	land	8929250	1167	8175931	sache	2343509
land_+es_klasse	Landesklasse	80490	land	8929250	1167	8175931	klasse	1701541
land_+es_initiative	Landesinitiative	5414	land	8929250	1167	8175931	initiative	974169
land_technik	Landtechnik	10424	land	8929250	1167	8175931	technik	1027504
land_+es_ausschuss	Landesausschuss	4008	land	8929250	1167	8175931	ausschuss	765369
land_gestüt	Landgestüt	11210	land	8929250	1167	8175931	gestüt	22068
land_besitzer	Landbesitzer	4437	land	8929250	1167	8175931	besitzer	512454
land_+es_verrat	Landesverrat	7612	land	8929250	1167	8175931	verrat	55985
land_+es_chef	Landeschef	40290	land	8929250	1167	8175931	chef	1560774
land_mann	Landmann	31533	land	8929250	1167	8175931	mann	8392866
land_+es_ministerium	Landesministerium	6445	land	8929250	1167	8175931	ministerium	604645
land_+es_entscheid	Landesentscheid	9073	land	8929250	1167	8175931	entscheid	23566
land_+es_versammlung	Landesversammlung	3109	land	8929250	1167	8175931	versammlung	344570
land_+es_bühne	Landesbühne	42420	land	8929250	1167	8175931	bühne	1843048
land_volk	Landvolk	5141	land	8929250	1167	8175931	volk	799247
land_ratte	Landratte	3717	land	8929250	1167	8175931	ratte	74978
land_partie	Landpartie	10620	land	8929250	1167	8175931	partie	1630193
land_+es_förderung	Landesförderung	10772	land	8929250	1167	8175931	förderung	833314
land_+es_pflege	Landespflege	4266	land	8929250	1167	8175931	pflege	458385
land_+es_kasse	Landeskasse	9691	land	8929250	1167	8175931	kasse	704601
land_+es_amt	Landesamt	243739	land	8929250	1167	8175931	amt	1950704
land_+es_partei	Landespartei	11437	land	8929250	1167	8175931	partei	2623843
land_brücke	Landbrücke	1565	land	8929250	1167	8175931	brücke	875159
land_+es_forst	Landesforst	11471	land	8929250	1167	8175931	forst	148334
land_+es_zentrum	Landeszentrum	4166	land	8929250	1167	8175931	zentrum	912483
land_stand	Landstand	667	land	8929250	1167	8175931	stand	1167927
land_+=er_code	Ländercode	304	land	8929250	1167	8175931	code	85072
land_+s_gemeinde	Landsgemeinde	366	land	8929250	1167	8175931	gemeinde	3207775
land_bewohner	Landbewohner	3058	land	8929250	1167	8175931	bewohner	809027
land_raub	Landraub	1840	land	8929250	1167	8175931	raub	77143
land_+es_beamte	Landesbeamte	6076	land	8929250	1167	8175931	beamte	448
land_adel	Landadel	2498	land	8929250	1167	8175931	adel	54401
land_+es_schau	Landesschau	7446	land	8929250	1167	8175931	schau	395435
land_+es_herrschaft	Landesherrschaft	547	land	8929250	1167	8175931	herrschaft	124693
land_entwicklung	Landentwicklung	2070	land	8929250	1167	8175931	entwicklung	2347495
land_handel	Landhandel	2929	land	8929250	1167	8175931	handel	649201
land_+es_kategorie	Landeskategorie	113	land	8929250	1167	8175931	kategorie	381856
land_+=er_bericht	Länderbericht	1383	land	8929250	1167	8175931	bericht	1669141
land_+es_vermessung	Landesvermessung	623	land	8929250	1167	8175931	vermessung	22648
land_bote	Landbote	2790	land	8929250	1167	8175931	bote	33093
land_+=er_parlament	Länderparlament	4367	land	8929250	1167	8175931	parlament	872773
land_wirtin	Landwirtin	8517	land	8929250	1167	8175931	wirtin	34069
land_+=er_kampf	Länderkampf	4990	land	8929250	1167	8175931	kampf	1498238
land_+es_dienst	Landesdienst	4937	land	8929250	1167	8175931	dienst	1083340
land_+es_minister	Landesminister	8164	land	8929250	1167	8175931	minister	899119
land_seite	Landseite	1583	land	8929250	1167	8175931	seite	5630195
land_teil	Landteil	148	land	8929250	1167	8175931	teil	4304832
land_+es_farbe	Landesfarbe	3770	land	8929250	1167	8175931	farbe	874026
land_+es_verordnung	Landesverordnung	6013	land	8929250	1167	8175931	verordnung	175943
land_+es_organisation	Landesorganisation	899	land	8929250	1167	8175931	organisation	911747
land_+es_kader	Landeskader	4179	land	8929250	1167	8175931	kader	387504
land_urlaub	Landurlaub	2317	land	8929250	1167	8175931	urlaub	707336
land_+s_frau	Landsfrau	8166	land	8929250	1167	8175931	frau	9838661
land_wein	Landwein	2088	land	8929250	1167	8175931	wein	656636
land_+=er_gruppe	Ländergruppe	1481	land	8929250	1167	8175931	gruppe	2849144
land_+es_konferenz	Landeskonferenz	1836	land	8929250	1167	8175931	konferenz	235858
land_tier	Landtier	1181	land	8929250	1167	8175931	tier	2022253
land_+es_sprecher	Landessprecher	2489	land	8929250	1167	8175931	sprecher	1360943
land_+es_wappen	Landeswappen	1587	land	8929250	1167	8175931	wappen	65583
land_+es_gesellschaft	Landesgesellschaft	5346	land	8929250	1167	8175931	gesellschaft	1975885
land_luft	Landluft	3079	land	8929250	1167	8175931	luft	1134820
land_+es_konservator	Landeskonservator	4101	land	8929250	1167	8175931	konservator	2867
land_enge	Landenge	447	land	8929250	1167	8175931	enge	62110
land_friede	Landfriede	51	land	8929250	1167	8175931	friede	47390
land_+es_schule	Landesschule	9526	land	8929250	1167	8175931	schule	4221314
land_+es_kind	Landeskind	4079	land	8929250	1167	8175931	kind	11283159
land_+es_beirat	Landesbeirat	1625	land	8929250	1167	8175931	beirat	125143
land_spitze	Landspitze	656	land	8929250	1167	8175931	spitze	974158
land_+es_aufnahme	Landesaufnahme	273	land	8929250	1167	8175931	aufnahme	565137
land_+es_auswahl	Landesauswahl	6790	land	8929250	1167	8175931	auswahl	566381
land_+es_universität	Landesuniversität	860	land	8929250	1167	8175931	universität	1119139
land_+es_leitung	Landesleitung	965	land	8929250	1167	8175931	leitung	1061159
land_gebiet	Landgebiet	497	land	8929250	1167	8175931	gebiet	959520
land_+=er_information	Länderinformation	308	land	8929250	1167	8175931	information	2364424
land_+es_hoheit	Landeshoheit	468	land	8929250	1167	8175931	hoheit	34988
land_verbindung	Landverbindung	1334	land	8929250	1167	8175931	verbindung	854149
land_+es_preis	Landespreis	3017	land	8929250	1167	8175931	preis	2708828
land_ammann	Landammann	242	land	8929250	1167	8175931	ammann	16440
land_+es_verräter	Landesverräter	1979	land	8929250	1167	8175931	verräter	34988
land_+es_titel	Landestitel	7859	land	8929250	1167	8175931	titel	2133245
land_regen	Landregen	2513	land	8929250	1167	8175931	regen	542209
land_+=er_rat	Länderrat	1726	land	8929250	1167	8175931	rat	993246
land_gräfin	Landgräfin	956	land	8929250	1167	8175931	gräfin	50515
land_+es_haus	Landeshaus	2598	land	8929250	1167	8175931	haus	6907268
land_kauf	Landkauf	1533	land	8929250	1167	8175931	kauf	664360
land_stück	Landstück	819	land	8929250	1167	8175931	stück	2330343
land_+es_kultur	Landeskultur	1066	land	8929250	1167	8175931	kultur	1273582
land_pflanze	Landpflanze	495	land	8929250	1167	8175931	pflanze	123858
land_dienst	Landdienst	105	land	8929250	1167	8175931	dienst	1083340
land_+=er_regierung	Länderregierung	2080	land	8929250	1167	8175931	regierung	2648830
land_+es_bahn	Landesbahn	1894	land	8929250	1167	8175931	bahn	1321988
land_verteilung	Landverteilung	550	land	8929250	1167	8175931	verteilung	154053
land_+es_rabbiner	Landesrabbiner	3444	land	8929250	1167	8175931	rabbiner	23418
land_lust	Landlust	2884	land	8929250	1167	8175931	lust	558705
land_+es_kabinett	Landeskabinett	4176	land	8929250	1167	8175931	kabinett	280951
land_+es_studio	Landesstudio	708	land	8929250	1167	8175931	studio	235968
land_+=er_name	Ländername	728	land	8929250	1167	8175931	name	2905188
land_konflikt	Landkonflikt	436	land	8929250	1167	8175931	konflikt	657130
land_arbeit	Landarbeit	914	land	8929250	1167	8175931	arbeit	4380930
land_vermessung	Landvermessung	872	land	8929250	1167	8175931	vermessung	22648
land_besetzung	Landbesetzung	484	land	8929250	1167	8175931	besetzung	269559
land_gewinnung	Landgewinnung	885	land	8929250	1167	8175931	gewinnung	31998
land_plage	Landplage	1140	land	8929250	1167	8175931	plage	20704
land_liebe	Landliebe	955	land	8929250	1167	8175931	liebe	1206686
land_stadt	Landstadt	930	land	8929250	1167	8175931	stadt	9376427
land_+=er_chef	Länderchef	10487	land	8929250	1167	8175931	chef	1560774
land_sturm	Landsturm	327	land	8929250	1167	8175931	sturm	462191
land_schule	Landschule	2525	land	8929250	1167	8175931	schule	4221314
land_+=er_vertreter	Ländervertreter	2510	land	8929250	1167	8175931	vertreter	1222676
land_+es_kongress	Landeskongress	644	land	8929250	1167	8175931	kongress	206321
land_schaf	Landschaf	1619	land	8929250	1167	8175931	schaf	194438
land_+es_archäologe	Landesarchäologe	4406	land	8929250	1167	8175931	archäologe	93185
land_bier	Landbier	1083	land	8929250	1167	8175931	bier	509105
land_richter	Landrichter	595	land	8929250	1167	8175931	richter	1405088
land_+es_anteil	Landesanteil	4131	land	8929250	1167	8175931	anteil	1185873
land_+es_innenminister	Landesinnenminister	5571	land	8929250	1167	8175931	innenminister	446122
land_+es_klinik	Landesklinik	1815	land	8929250	1167	8175931	klinik	724764
land_buch	Landbuch	407	land	8929250	1167	8175931	buch	2731652
land_städtchen	Landstädtchen	658	land	8929250	1167	8175931	städtchen	68131
land_lord	Landlord	665	land	8929250	1167	8175931	lord	66806
land_brot	Landbrot	1187	land	8929250	1167	8175931	brot	307531
land_+es_bürgschaft	Landesbürgschaft	3969	land	8929250	1167	8175931	bürgschaft	52907
land_frage	Landfrage	451	land	8929250	1167	8175931	frage	5961439
land_+=er_behörde	Länderbehörde	1220	land	8929250	1167	8175931	behörde	1429196
land_+es_name	Landesname	610	land	8929250	1167	8175931	name	2905188
land_graben	Landgraben	3309	land	8929250	1167	8175931	graben	153372
land_gesellschaft	Landgesellschaft	3279	land	8929250	1167	8175931	gesellschaft	1975885
land_strom	Landstrom	1817	land	8929250	1167	8175931	strom	698241
land_erwerb	Landerwerb	773	land	8929250	1167	8175931	erwerb	133538
land_+=er_einstellung	Ländereinstellung	33	land	8929250	1167	8175931	einstellung	369367
land_titel	Landtitel	204	land	8929250	1167	8175931	titel	2133245
land_+es_messe	Landesmesse	1023	land	8929250	1167	8175931	messe	550021
land_+s_krone	Landskrone	3674	land	8929250	1167	8175931	krone	233989
land_grenze	Landgrenze	2434	land	8929250	1167	8175931	grenze	1616592
land_eigentümer	Landeigentümer	2969	land	8929250	1167	8175931	eigentümer	532181
land_verkehr	Landverkehr	928	land	8929250	1167	8175931	verkehr	875083
land_+es_satzung	Landessatzung	330	land	8929250	1167	8175931	satzung	188674
land_schloss	Landschloss	3078	land	8929250	1167	8175931	schloss	1220966
land_+es_wald	Landeswald	3122	land	8929250	1167	8175931	wald	1102285
land_rasse	Landrasse	293	land	8929250	1167	8175931	rasse	98440
land_+=er_karte	Länderkarte	94	land	8929250	1167	8175931	karte	1723659
land_kirche	Landkirche	272	land	8929250	1167	8175931	kirche	2553981
land_+=er_kennung	Länderkennung	396	land	8929250	1167	8175931	kennung	5755
land_+es_karte	Landeskarte	100	land	8929250	1167	8175931	karte	1723659
land_+es_vorwahl	Landesvorwahl	151	land	8929250	1167	8175931	vorwahl	66512
land_pfarrer	Landpfarrer	894	land	8929250	1167	8175931	pfarrer	693445
land_+es_vertreter	Landesvertreter	1382	land	8929250	1167	8175931	vertreter	1222676
land_+es_gebiet	Landesgebiet	395	land	8929250	1167	8175931	gebiet	959520
land_+=er_vertretung	Ländervertretung	1353	land	8929250	1167	8175931	vertretung	173418
land_+es_vorsitz	Landesvorsitz	6659	land	8929250	1167	8175931	vorsitz	173605
land_+es_ausbau	Landesausbau	154	land	8929250	1167	8175931	ausbau	791030
land_+=er_ausschuss	Länderausschuss	363	land	8929250	1167	8175931	ausschuss	765369
land_+=er_gesetz	Ländergesetz	695	land	8929250	1167	8175931	gesetz	1456035
land_idyll	Landidyll	382	land	8929250	1167	8175931	idyll	18424
land_+es_direktor	Landesdirektor	643	land	8929250	1167	8175931	direktor	440256
land_rücken	Landrücken	337	land	8929250	1167	8175931	rücken	525155
land_+es_klinikum	Landesklinikum	174	land	8929250	1167	8175931	klinikum	298172
land_+=er_studie	Länderstudie	237	land	8929250	1167	8175931	studie	939262
land_+es_mutter	Landesmutter	2889	land	8929250	1167	8175931	mutter	2378046
land_+=er_seite	Länderseite	942	land	8929250	1167	8175931	seite	5630195
land_+es_tag	Landestag	1296	land	8929250	1167	8175931	tag	11101971
land_transport	Landtransport	456	land	8929250	1167	8175931	transport	239748
land_+es_pfarrer	Landespfarrer	722	land	8929250	1167	8175931	pfarrer	693445
land_kommune	Landkommune	1065	land	8929250	1167	8175931	kommune	1198083
land_jäger	Landjäger	770	land	8929250	1167	8175931	jäger	420333
land_+es_treffen	Landestreffen	1398	land	8929250	1167	8175931	treffen	1153627
land_+es_einrichtung	Landeseinrichtung	1819	land	8929250	1167	8175931	einrichtung	1430266
land_+es_fahne	Landesfahne	1394	land	8929250	1167	8175931	fahne	234091
land_+es_kenner	Landeskenner	537	land	8929250	1167	8175931	kenner	89714
land_+es_aufgabe	Landesaufgabe	1852	land	8929250	1167	8175931	aufgabe	2213168
land_aufenthalt	Landaufenthalt	284	land	8929250	1167	8175931	aufenthalt	221997
land_+es_geld	Landesgeld	3405	land	8929250	1167	8175931	geld	4821274
land_bahn	Landbahn	202	land	8929250	1167	8175931	bahn	1321988
land_verkauf	Landverkauf	1031	land	8929250	1167	8175931	verkauf	967700
land_verlust	Landverlust	535	land	8929250	1167	8175931	verlust	901341
land_+es_zuweisung	Landeszuweisung	4290	land	8929250	1167	8175931	zuweisung	45380
land_+es_gemeinde	Landesgemeinde	806	land	8929250	1167	8175931	gemeinde	3207775
land_hof	Landhof	1912	land	8929250	1167	8175931	hof	856771
land_+es_sieg	Landessieg	1649	land	8929250	1167	8175931	sieg	2453346
land_+es_forschung	Landesforschung	146	land	8929250	1167	8175931	forschung	489614
land_+=er_bahn	Länderbahn	3253	land	8929250	1167	8175931	bahn	1321988
land_+es_ring	Landesring	209	land	8929250	1167	8175931	ring	505160
land_+=er_auswahl	Länderauswahl	313	land	8929250	1167	8175931	auswahl	566381
land_art	Landart	990	land	8929250	1167	8175931	art	2477614
land_+es_turnier	Landesturnier	1154	land	8929250	1167	8175931	turnier	843410
land_+es_teilung	Landesteilung	258	land	8929250	1167	8175931	teilung	61504
land_+es_vergleich	Landesvergleich	3333	land	8929250	1167	8175931	vergleich	1415950
land_pfleger	Landpfleger	171	land	8929250	1167	8175931	pfleger	84056
land_+=er_liste	Länderliste	563	land	8929250	1167	8175931	liste	646620
land_+=er_kompetenz	Länderkompetenz	1364	land	8929250	1167	8175931	kompetenz	301134
land_+es_schnitt	Landesschnitt	4988	land	8929250	1167	8175931	schnitt	483597
land_+es_sitte	Landessitte	709	land	8929250	1167	8175931	sitte	72000
land_wasser	Landwasser	7793	land	8929250	1167	8175931	wasser	2264315
land_+es_finanz	Landesfinanz	1869	land	8929250	1167	8175931	finanz	262852
land_verbrauch	Landverbrauch	756	land	8929250	1167	8175931	verbrauch	133738
land_schnecke	Landschnecke	207	land	8929250	1167	8175931	schnecke	44930
land_+es_küche	Landesküche	557	land	8929250	1167	8175931	küche	606714
land_+es_sender	Landessender	865	land	8929250	1167	8175931	sender	414503
land_schreiber	Landschreiber	360	land	8929250	1167	8175931	schreiber	195005
land_gewinn	Landgewinn	733	land	8929250	1167	8175931	gewinn	1092438
land_+es_seite	Landesseite	1784	land	8929250	1167	8175931	seite	5630195
land_kind	Landkind	843	land	8929250	1167	8175931	kind	11283159
land_+es_tracht	Landestracht	1053	land	8929250	1167	8175931	tracht	32828
land_+es_ordnung	Landesordnung	150	land	8929250	1167	8175931	ordnung	651858
land_+es_tagung	Landestagung	771	land	8929250	1167	8175931	tagung	166853
land_+es_siegerin	Landessiegerin	1310	land	8929250	1167	8175931	siegerin	65332
land_wind	Landwind	525	land	8929250	1167	8175931	wind	597204
land_schwein	Landschwein	1066	land	8929250	1167	8175931	schwein	187146
land_+es_krone	Landeskrone	6157	land	8929250	1167	8175931	krone	233989
land_+=er_gesellschaft	Ländergesellschaft	669	land	8929250	1167	8175931	gesellschaft	1975885
land_enteignung	Landenteignung	488	land	8929250	1167	8175931	enteignung	46235
land_+es_verweisung	Landesverweisung	103	land	8929250	1167	8175931	verweisung	1984
land_+=er_verfassung	Länderverfassung	311	land	8929250	1167	8175931	verfassung	334900
land_markt	Landmarkt	2990	land	8929250	1167	8175931	markt	2649376
land_tourismus	Landtourismus	555	land	8929250	1167	8175931	tourismus	384081
land_+=er_kollege	Länderkollege	3876	land	8929250	1167	8175931	kollege	2285843
land_+=er_wertung	Länderwertung	977	land	8929250	1167	8175931	wertung	128515
land_+es_kenntnis	Landeskenntnis	292	land	8929250	1167	8175931	kenntnis	426740
land_+es_regelung	Landesregelung	1115	land	8929250	1167	8175931	regelung	669527
land_+es_koordinator	Landeskoordinator	744	land	8929250	1167	8175931	koordinator	49913
land_+es_beteiligung	Landesbeteiligung	3002	land	8929250	1167	8175931	beteiligung	647255
land_+es_etat	Landesetat	3702	land	8929250	1167	8175931	etat	227477
land_+=er_vorwahl	Ländervorwahl	196	land	8929250	1167	8175931	vorwahl	66512
land_bäckerei	Landbäckerei	1934	land	8929250	1167	8175931	bäckerei	156768
land_+es_versorgung	Landesversorgung	31	land	8929250	1167	8175931	versorgung	437626
land_+es_agentur	Landesagentur	931	land	8929250	1167	8175931	agentur	437152
land_krieg	Landkrieg	662	land	8929250	1167	8175931	krieg	1579762
land_+es_hymne	Landeshymne	532	land	8929250	1167	8175931	hymne	65153
land_+es_gymnasium	Landesgymnasium	3295	land	8929250	1167	8175931	gymnasium	670989
land_+=er_abend	Länderabend	888	land	8929250	1167	8175931	abend	2853513
land_fahrer	Landfahrer	592	land	8929250	1167	8175931	fahrer	1151148
land_+es_galerie	Landesgalerie	608	land	8929250	1167	8175931	galerie	442177
land_arbeiterin	Landarbeiterin	450	land	8929250	1167	8175931	arbeiterin	16775
land_küche	Landküche	795	land	8929250	1167	8175931	küche	606714
land_+es_netz	Landesnetz	376	land	8929250	1167	8175931	netz	977460
land_sorte	Landsorte	140	land	8929250	1167	8175931	sorte	219582
land_heer	Landheer	70	land	8929250	1167	8175931	heer	79225
land_+es_zuwendung	Landeszuwendung	1578	land	8929250	1167	8175931	zuwendung	126361
land_+es_bevölkerung	Landesbevölkerung	249	land	8929250	1167	8175931	bevölkerung	1077918
land_macht	Landmacht	217	land	8929250	1167	8175931	macht	895827
land_anschluss	Landanschluss	161	land	8929250	1167	8175931	anschluss	749673
land_+=er_hoheit	Länderhoheit	869	land	8929250	1167	8175931	hoheit	34988
land_+=er_recht	Länderrecht	435	land	8929250	1167	8175931	recht	1451399
land_+=er_minister	Länderminister	2286	land	8929250	1167	8175931	minister	899119
land_+=er_markt	Ländermarkt	261	land	8929250	1167	8175931	markt	2649376
land_kapitel	Landkapitel	75	land	8929250	1167	8175931	kapitel	251829
land_+es_festung	Landesfestung	129	land	8929250	1167	8175931	festung	118236
land_tausch	Landtausch	729	land	8929250	1167	8175931	tausch	48236
land_+es_ergebnis	Landesergebnis	1136	land	8929250	1167	8175931	ergebnis	3082773
land_+es_mitte	Landesmitte	429	land	8929250	1167	8175931	mitte	2121479
land_+es_welle	Landeswelle	171	land	8929250	1167	8175931	welle	349660
land_+es_information	Landesinformation	65	land	8929250	1167	8175931	information	2364424
land_klasse	Landklasse	31	land	8929250	1167	8175931	klasse	1701541
land_+es_besitz	Landesbesitz	2257	land	8929250	1167	8175931	besitz	304879
land_+es_jubiläum	Landesjubiläum	743	land	8929250	1167	8175931	jubiläum	561875
land_+es_bereich	Landesbereich	353	land	8929250	1167	8175931	bereich	3022379
land_+=er_punkt	Länderpunkt	238	land	8929250	1167	8175931	punkt	4112282
land_+=er_klausel	Länderklausel	454	land	8929250	1167	8175931	klausel	52227
land_metzgerei	Landmetzgerei	809	land	8929250	1167	8175931	metzgerei	39861
land_schlacht	Landschlacht	98	land	8929250	1167	8175931	schlacht	107014
land_+es_vermögen	Landesvermögen	1591	land	8929250	1167	8175931	vermögen	303807
land_+es_patron	Landespatron	80	land	8929250	1167	8175931	patron	19957
land_+=er_profil	Länderprofil	61	land	8929250	1167	8175931	profil	204920
land_+es_trost	Landestrost	264	land	8929250	1167	8175931	trost	146620
land_+es_lizenz	Landeslizenz	64	land	8929250	1167	8175931	lizenz	128811
land_+es_sammlung	Landessammlung	1173	land	8929250	1167	8175931	sammlung	425109
land_+es_bewohner	Landesbewohner	258	land	8929250	1167	8175931	bewohner	809027
land_+=er_verband	Länderverband	151	land	8929250	1167	8175931	verband	1138891
land_+=er_regelung	Länderregelung	398	land	8929250	1167	8175931	regelung	669527
land_+es_eigentum	Landeseigentum	1268	land	8929250	1167	8175931	eigentum	157985
land_+es_gestüt	Landesgestüt	1215	land	8929250	1167	8175931	gestüt	22068
land_+=er_erlass	Ländererlass	65	land	8929250	1167	8175931	erlass	63574
land_+es_beschreibung	Landesbeschreibung	45	land	8929250	1167	8175931	beschreibung	122604
land_+es_medium	Landesmedium	54	land	8929250	1167	8175931	medium	1138994
land_+es_koordination	Landeskoordination	94	land	8929250	1167	8175931	koordination	66025
land_+=er_version	Länderversion	21	land	8929250	1167	8175931	version	309643
land_+es_sache	Landessache	620	land	8929250	1167	8175931	sache	2343509
land_strecke	Landstrecke	75	land	8929250	1167	8175931	strecke	1146877
